프로젝트명,시추공명,경도,위도,표고,상심도,하심도,지층명
37-13,BH-3,194733.022,544706.828,50.58,0.0,0.8,토사
37-13,BH-3,194733.022,544706.828,50.58,0.8,13.0,풍화암
37-13,BH-4,194720.689,544706.836,50.96,0.0,0.6,토사
37-13,BH-4,194720.689,544706.836,50.96,0.6,9.0,풍화암
37-13,NH-1,194741.457,544706.823,51.89,0.0,0.5,토사
37-13,NH-1,194741.457,544706.823,51.89,0.5,23.5,풍화암
37-13,NH-1,194741.457,544706.823,51.89,23.5,27.0,리핑암
37-13,NH-1,194741.457,544706.823,51.89,27.0,30.0,발파암
37-15,NX-1,190915.087,541438.064,17.06,0.0,18.0,토사
37-15,NX-1,190915.087,541438.064,17.06,18.0,27.2,풍화암
37-15,NX-1,190915.087,541438.064,17.06,27.2,30.2,리핑암
37-15,NX-2,190897.578,541429.805,17.02,0.0,20.0,토사
37-15,NX-2,190897.578,541429.805,17.02,20.0,28.3,풍화암
37-15,NX-2,190897.578,541429.805,17.02,28.3,31.3,리핑암
37-15,NX-3,190901.448,541447.518,17.54,0.0,20.0,토사
37-15,NX-3,190901.448,541447.518,17.54,20.0,24.8,풍화암
37-15,NX-3,190901.448,541447.518,17.54,24.8,30.0,리핑암
37-16,BH-1,197498.714,542137.402,0,0.0,1.3,토사
37-16,BH-1,197498.714,542137.402,0,1.3,5.5,풍화암
37-16,BH-1,197498.714,542137.402,0,5.5,10.0,리핑암
37-16,BH-2,197501.559,542130.786,0,0.0,1.2,토사
37-16,BH-2,197501.559,542130.786,0,1.2,5.7,풍화암
37-16,BH-2,197501.559,542130.786,0,5.7,7.0,리핑암
37-17,BH-1,199262.443,551459.039,32.38,0.0,2.8,토사
37-17,BH-1,199262.443,551459.039,32.38,2.8,13.5,풍화암
37-17,BH-1,199262.443,551459.039,32.38,13.5,30.0,리핑암
37-17,BH-2,199245.998,551453.357,31.82,0.0,3.8,토사
37-17,BH-2,199245.998,551453.357,31.82,3.8,14.8,풍화암
37-17,BH-2,199245.998,551453.357,31.82,14.8,30.0,리핑암
37-17,BH-3,199247.319,551474.906,31.59,0.0,3.4,토사
37-17,BH-3,199247.319,551474.906,31.59,3.4,14.2,풍화암
37-17,BH-3,199247.319,551474.906,31.59,14.2,30.0,리핑암
37-17,BH-4,199253.896,551466.35,32.19,0.0,2.4,토사
37-17,BH-4,199253.896,551466.35,32.19,2.4,15.8,풍화암
37-17,BH-4,199253.896,551466.35,32.19,15.8,30.0,리핑암
37-18,NX-1,205054.51,444045.83,18.78,0.0,9.4,토사
37-18,NX-1,205054.51,444045.83,18.78,9.4,21.0,리핑암
37-18,NX-2,205021.365,444027.624,18.61,0.0,11.5,토사
37-18,NX-2,205021.365,444027.624,18.61,11.5,15.0,리핑암
37-18,NX-2,205021.365,444027.624,18.61,15.0,21.0,발파암
37-18,NX-3,205074.089,444036.815,18.84,0.0,12.2,토사
37-18,NX-3,205074.089,444036.815,18.84,12.2,21.0,발파암
37-18,NX-4,205043.946,444007.806,18.58,0.0,12.4,토사
37-18,NX-4,205043.946,444007.806,18.58,12.4,21.0,발파암
37-19,BH-1,203257.854,446209.459,50.7,0.0,18.0,토사
37-19,BH-1,203257.854,446209.459,50.7,18.0,19.3,풍화암
37-19,BH-1,203257.854,446209.459,50.7,19.3,22.0,리핑암
37-19,BH-2,203259.76,446184.903,53.5,0.0,12.7,토사
37-19,BH-2,203259.76,446184.903,53.5,12.7,23.0,리핑암
37-19,BH-3,203280.622,446199.079,53.5,0.0,14.0,토사
37-19,BH-3,203280.622,446199.079,53.5,14.0,23.0,풍화암
37-20,BH-1,204783.76,548916.96,13.95,0.0,19.4,토사
37-20,BH-1,204783.76,548916.96,13.95,19.4,45.0,리핑암
37-20,BH-2,204705.13,549015.49,13.77,0.0,19.0,토사
37-20,BH-2,204705.13,549015.49,13.77,19.0,19.7,풍화암
37-20,BH-2,204705.13,549015.49,13.77,19.7,22.0,리핑암
37-20,BH-2,204705.13,549015.49,13.77,22.0,25.0,발파암
37-20,BH-2,204705.13,549015.49,13.77,25.0,34.0,리핑암
37-20,BH-2,204705.13,549015.49,13.77,34.0,45.0,발파암
38-1,BH-3,200731.795,548281.781,14.65,0.0,1.6,토사
38-1,BH-3,200731.795,548281.781,14.65,1.6,6.4,풍화암
38-1,BH-3,200731.795,548281.781,14.65,6.4,10.0,리핑암
38-1,BH-4,200748.864,548283.671,14.65,0.0,1.4,토사
38-1,BH-4,200748.864,548283.671,14.65,1.4,2.3,풍화암
38-1,BH-4,200748.864,548283.671,14.65,2.3,10.0,리핑암
38-2,BH-1,209716.912,444830.683,0,0.0,12.0,토사
38-2,BH-1,209716.912,444830.683,0,12.0,30.0,풍화암
38-2,BH-2,209715.961,444832.572,0,0.0,12.0,토사
38-2,BH-2,209715.961,444832.572,0,12.0,15.0,풍화암
38-3,BH-1,192742.47,554632.73,0,0.0,14.0,토사
38-3,BH-1,192742.47,554632.73,0,14.0,30.0,풍화암
38-3,BH-2,192742.317,554638.389,0,0.0,7.6,토사
38-3,BH-2,192742.317,554638.389,0,7.6,15.0,풍화암
38-4,BH-1,209707.798,546248.534,18,0.0,18.0,토사
38-4,BH-1,209707.798,546248.534,18,18.0,21.0,리핑암
38-4,BH-2,209705.413,546259.866,17.8,0.0,18.5,토사
38-4,BH-2,209705.413,546259.866,17.8,18.5,19.5,리핑암
38-4,BH-3,209709.234,546236.596,18.3,0.0,19.0,토사
38-4,BH-3,209709.234,546236.596,18.3,19.0,20.0,리핑암
38-5,BH-1,203041.319,544367.394,27.3,0.0,23.0,토사
38-5,BH-1,203041.319,544367.394,27.3,23.0,30.0,풍화암
38-5,BH-2,203042.27,544360.782,27.55,0.0,28.0,토사
38-5,BH-2,203042.27,544360.782,27.55,28.0,32.0,풍화암
38-5,BH-2,203042.27,544360.782,27.55,32.0,35.0,리핑암
38-6,BH-1,127.05899167,37.53999444,13.3,0.0,19.0,토사
38-6,BH-1,127.05899167,37.53999444,13.3,19.0,21.6,풍화암
38-6,BH-1,127.05899167,37.53999444,13.3,21.6,30.0,리핑암
38-6,BH-2,127.05905278,37.53977778,13.4,0.0,23.0,토사
38-6,BH-2,127.05905278,37.53977778,13.4,23.0,23.7,풍화암
38-6,BH-2,127.05905278,37.53977778,13.4,23.7,30.0,리핑암
38-6,BH-3,127.05928611,37.53984444,13.4,0.0,19.5,토사
38-6,BH-3,127.05928611,37.53984444,13.4,19.5,20.9,풍화암
38-6,BH-3,127.05928611,37.53984444,13.4,20.9,30.0,리핑암
38-6,BH-4,127.05896111,37.53962778,13.4,0.0,20.0,토사
38-6,BH-4,127.05896111,37.53962778,13.4,20.0,22.4,풍화암
38-6,BH-4,127.05896111,37.53962778,13.4,22.4,30.0,리핑암
38-7,SB-1,191180.7,548212.2,10.95,0.0,5.5,토사
38-7,SB-1,191180.7,548212.2,10.95,5.5,7.5,풍화암
38-7,SB-1,191180.7,548212.2,10.95,7.5,20.5,토사
38-7,SB-1,191180.7,548212.2,10.95,20.5,22.5,풍화암
38-7,SB-1,191180.7,548212.2,10.95,22.5,35.0,리핑암
38-7,SB-2,191150,548203.02,10.96,0.0,22.0,토사
38-7,SB-2,191150,548203.02,10.96,22.0,26.2,풍화암
38-7,SB-2,191150,548203.02,10.96,26.2,35.0,리핑암
38-7,SB-3,191090.56,548242.02,10.6,0.0,21.0,토사
38-7,SB-3,191090.56,548242.02,10.6,21.0,35.0,풍화암
38-7,SB-4,191123.77,548254.75,11.27,0.0,19.5,토사
38-7,SB-4,191123.77,548254.75,11.27,19.5,21.0,풍화암
38-7,SB-4,191123.77,548254.75,11.27,21.0,33.0,리핑암
38-7,SB-5,191034.71,548348.93,11.07,0.0,21.0,토사
38-7,SB-5,191034.71,548348.93,11.07,21.0,23.5,풍화암
38-7,SB-5,191034.71,548348.93,11.07,23.5,31.5,리핑암
38-7,SB-5,191034.71,548348.93,11.07,31.5,33.0,발파암
38-8,BH-1,192229.918,450462.045,9.3,0.0,12.9,토사
38-8,BH-1,192229.918,450462.045,9.3,12.9,14.6,풍화암
38-8,BH-1,192229.918,450462.045,9.3,14.6,21.0,리핑암
38-8,BH-2,192246.896,450466.202,9.2,0.0,13.7,토사
38-8,BH-2,192246.896,450466.202,9.2,13.7,15.5,풍화암
38-8,BH-2,192246.896,450466.202,9.2,15.5,30.0,리핑암
38-8,BH-3,192238.046,450445.833,9.4,0.0,14.0,토사
38-8,BH-3,192238.046,450445.833,9.4,14.0,15.3,풍화암
38-8,BH-3,192238.046,450445.833,9.4,15.3,21.0,리핑암
38-8,BH-3,192238.046,450445.833,9.4,21.0,38.0,토사
38-8,BH-4,192247.223,450457.646,9.1,0.0,13.3,토사
38-8,BH-4,192247.223,450457.646,9.1,13.3,17.4,풍화암
38-8,BH-4,192247.223,450457.646,9.1,17.4,21.0,리핑암
38-9,BH-1,204346.854,545993.663,0,0.0,14.0,토사
38-9,BH-1,204346.854,545993.663,0,14.0,16.1,풍화암
38-9,BH-1,204346.854,545993.663,0,16.1,19.0,리핑암
38-9,BH-1,204346.854,545993.663,0,19.0,22.0,발파암
38-9,BH-2,204353.494,545993.666,0,0.0,13.5,토사
38-9,BH-2,204353.494,545993.666,0,13.5,15.8,풍화암
38-9,BH-2,204353.494,545993.666,0,15.8,16.8,리핑암
38-10,BH-1,127.01288056,37.490425,21.25,0.0,5.5,토사
38-10,BH-1,127.01288056,37.490425,21.25,5.5,12.0,풍화암
38-10,BH-1,127.01288056,37.490425,21.25,12.0,25.0,리핑암
38-10,BH-2,127.01300556,37.49039722,21.16,0.0,5.4,토사
38-10,BH-2,127.01300556,37.49039722,21.16,5.4,11.7,풍화암
38-10,BH-2,127.01300556,37.49039722,21.16,11.7,12.7,리핑암
38-11,BH-1,205204.133,538713.452,43,0.0,17.0,토사
38-11,BH-1,205204.133,538713.452,43,17.0,24.0,풍화암
38-11,BH-1,205204.133,538713.452,43,24.0,30.0,리핑암
38-11,BH-2,205211.133,538706.452,42.9,0.0,15.0,토사
38-11,BH-2,205211.133,538706.452,42.9,15.0,21.0,풍화암
38-12,BH-1,183166.58,551283.14,11.25,0.0,18.0,토사
38-12,BH-1,183166.58,551283.14,11.25,18.0,30.0,풍화암
38-12,BH-2,183181.68,551283.16,11.1,0.0,17.0,토사
38-12,BH-2,183181.68,551283.16,11.1,17.0,25.0,풍화암
38-12,BH-3,183188.92,551260.4,11,0.0,17.0,토사
38-12,BH-3,183188.92,551260.4,11,17.0,25.0,풍화암
38-14,BH-1,127.15908333,37.56765833,22.2,0.0,22.0,토사
38-14,BH-1,127.15908333,37.56765833,22.2,22.0,27.0,풍화암
38-14,BH-2,127.15896944,37.56781667,22.2,0.0,26.0,토사
38-14,BH-2,127.15896944,37.56781667,22.2,26.0,31.0,풍화암
38-14,BH-3,127.15917778,37.56780833,22.4,0.0,22.0,토사
38-14,BH-3,127.15917778,37.56780833,22.4,22.0,30.0,풍화암
38-15,BH-1,204548.5,544487.5,19.9,0.0,12.0,토사
38-15,BH-1,204548.5,544487.5,19.9,12.0,23.5,풍화암
38-15,BH-1,204548.5,544487.5,19.9,23.5,30.0,리핑암
38-15,BH-2,204557.3,544501.4,19.9,0.0,18.0,토사
38-15,BH-2,204557.3,544501.4,19.9,18.0,22.5,풍화암
38-15,BH-2,204557.3,544501.4,19.9,22.5,26.0,리핑암
38-15,BH-3,204572.8,544496.3,19.8,0.0,14.0,토사
38-15,BH-3,204572.8,544496.3,19.8,14.0,22.5,풍화암
38-15,BH-3,204572.8,544496.3,19.8,22.5,30.0,리핑암
38-15,BH-3,204572.8,544496.3,19.8,30.0,54.0,토사
38-16,NX-1,127.00113611,37.501,18,0.0,3.8,토사
38-16,NX-1,127.00113611,37.501,18,3.8,10.8,풍화암
38-16,NX-1,127.00113611,37.501,18,10.8,23.0,리핑암
38-16,NX-4,127.00211111,37.50083333,24.9,0.0,1.7,토사
38-16,NX-4,127.00211111,37.50083333,24.9,1.7,7.7,풍화암
38-16,NX-4,127.00211111,37.50083333,24.9,7.7,24.5,발파암
38-16,NX-4,127.00211111,37.50083333,24.9,24.5,27.0,리핑암
38-16,NX-4,127.00211111,37.50083333,24.9,27.0,30.0,발파암
38-16,NX-10,127.00189444,37.50123611,18.4,0.0,5.0,토사
38-16,NX-10,127.00189444,37.50123611,18.4,5.0,6.5,풍화암
38-16,NX-10,127.00189444,37.50123611,18.4,6.5,18.0,리핑암
38-16,NX-10,127.00189444,37.50123611,18.4,18.0,23.0,발파암
38-17,BH-1,192586,549537.7,13.7,0.0,16.0,토사
38-17,BH-1,192586,549537.7,13.7,16.0,21.0,발파암
38-17,BH-2,192620.2,549540.9,13.6,0.0,17.0,토사
38-17,BH-2,192620.2,549540.9,13.6,17.0,30.0,발파암
38-17,BH-3,192653.3,549539.9,13.6,0.0,21.0,토사
38-17,BH-3,192653.3,549539.9,13.6,21.0,25.0,발파암
38-18,NH-1,203541.22,555637.666,24.65,0.0,17.0,토사
38-18,NH-1,203541.22,555637.666,24.65,17.0,31.0,풍화암
38-18,NH-2,203476.687,555662.95,23.98,0.0,20.0,토사
38-18,NH-2,203476.687,555662.95,23.98,20.0,32.0,풍화암
38-18,NH-2,203476.687,555662.95,23.98,32.0,34.0,발파암
38-19,BH-1,196629.991,548472.742,11.45,0.0,4.7,토사
38-19,BH-1,196629.991,548472.742,11.45,4.7,19.6,풍화암
38-19,BH-1,196629.991,548472.742,11.45,19.6,30.0,리핑암
38-19,BH-2,196616.72,548482.19,11.2,0.0,12.7,토사
38-19,BH-2,196616.72,548482.19,11.2,12.7,21.0,풍화암
38-19,BH-2,196616.72,548482.19,11.2,21.0,23.0,리핑암
38-19,BH-3,196627.151,548484.074,11.18,0.0,4.5,토사
38-19,BH-3,196627.151,548484.074,11.18,4.5,20.0,풍화암
38-19,BH-3,196627.151,548484.074,11.18,20.0,23.0,리핑암
38-20,BH-1,203891.267,546614.913,0,0.0,0.8,토사
38-20,BH-1,203891.267,546614.913,0,0.8,7.0,발파암
38-20,BH-1,203891.267,546614.913,0,7.0,19.0,리핑암
38-20,BH-1,203891.267,546614.913,0,19.0,56.0,토사
38-20,BH-2,203888.426,546607.356,0,0.0,1.0,토사
38-20,BH-2,203888.426,546607.356,0,1.0,8.6,풍화암
38-20,BH-2,203888.426,546607.356,0,8.6,10.0,리핑암
39-1,BH-1,202091.463,546968.206,14.86,0.0,4.8,토사
39-1,BH-1,202091.463,546968.206,14.86,4.8,16.0,풍화암
39-1,BH-1,202091.463,546968.206,14.86,16.0,30.0,리핑암
39-1,BH-2,202081.041,546963.547,15.2,0.0,5.0,토사
39-1,BH-2,202081.041,546963.547,15.2,5.0,16.0,풍화암
39-2,NH-1,210850.051,545250.365,25.15,0.0,30.0,토사
39-2,NH-1,210850.051,545250.365,25.15,30.0,32.8,풍화암
39-2,NH-1,210850.051,545250.365,25.15,32.8,35.8,리핑암
39-2,NH-2,210891.129,545225.324,25.5,0.0,26.0,토사
39-2,NH-2,210891.129,545225.324,25.5,26.0,43.0,풍화암
39-2,NH-2,210891.129,545225.324,25.5,43.0,46.0,리핑암
39-2,NH-3,210945.844,545197.032,25.5,0.0,35.0,토사
39-2,NH-3,210945.844,545197.032,25.5,35.0,46.6,풍화암
39-2,NH-3,210945.844,545197.032,25.5,46.6,49.6,리핑암
39-2,NH-4,210872.575,545194.3,25.65,0.0,27.0,토사
39-2,NH-4,210872.575,545194.3,25.65,27.0,42.6,풍화암
39-2,NH-4,210872.575,545194.3,25.65,42.6,45.6,리핑암
39-2,NH-5,210761.722,545235.803,25.12,0.0,18.0,토사
39-2,NH-5,210761.722,545235.803,25.12,18.0,36.0,풍화암
39-2,NH-5,210761.722,545235.803,25.12,36.0,39.0,리핑암
39-2,NH-6,210831.11,545178.805,25.84,0.0,24.0,토사
39-2,NH-6,210831.11,545178.805,25.84,24.0,41.0,풍화암
39-2,NH-6,210831.11,545178.805,25.84,41.0,44.0,리핑암
39-2,NH-7,210865.697,545163.941,25.8,0.0,27.0,토사
39-2,NH-7,210865.697,545163.941,25.8,27.0,52.8,풍화암
39-2,NH-7,210865.697,545163.941,25.8,52.8,55.8,리핑암
39-2,NH-8,210753.86,545194.935,25.49,0.0,24.0,토사
39-2,NH-8,210753.86,545194.935,25.49,24.0,37.0,풍화암
39-2,NH-8,210753.86,545194.935,25.49,37.0,40.0,리핑암
39-3,BH-1,196554.619,552330.29,0,0.0,1.5,토사
39-3,BH-1,196554.619,552330.29,0,1.5,6.0,풍화암
39-3,BH-2,196545.151,552354.518,0,0.0,3.0,토사
39-3,BH-2,196545.151,552354.518,0,3.0,9.2,풍화암
39-3,BH-2,196545.151,552354.518,0,9.2,30.0,발파암
39-4,NX-1,126.93408333,37.56341667,0,0.0,5.0,토사
39-4,NX-1,126.93408333,37.56341667,0,5.0,8.0,풍화암
39-4,NX-1,126.93408333,37.56341667,0,8.0,11.0,리핑암
39-4,NX-1,126.93408333,37.56341667,0,11.0,16.0,토사
39-4,NX-1,126.93408333,37.56341667,0,16.0,30.0,발파암
39-4,NX-1,126.93408333,37.56341667,0,30.0,85.0,토사
39-4,NX-2,126.93408333,37.56325,0,0.0,6.5,토사
39-4,NX-2,126.93408333,37.56325,0,6.5,9.0,풍화암
39-4,NX-2,126.93408333,37.56325,0,9.0,12.0,리핑암
39-4,NX-2,126.93408333,37.56325,0,12.0,14.0,발파암
39-4,NX-2,126.93408333,37.56325,0,14.0,23.0,토사
39-4,NX-3,126.93436111,37.56333333,0,0.0,4.5,토사
39-4,NX-3,126.93436111,37.56333333,0,4.5,7.0,풍화암
39-4,NX-3,126.93436111,37.56333333,0,7.0,12.0,발파암
39-4,NX-3,126.93436111,37.56333333,0,12.0,54.0,토사
39-5,BH-1,205173.79,549338.042,12.43,0.0,18.5,토사
39-5,BH-1,205173.79,549338.042,12.43,18.5,25.0,리핑암
39-5,BH-2,205153.875,549344.639,12.54,0.0,22.0,토사
39-5,BH-2,205153.875,549344.639,12.54,22.0,24.0,리핑암
39-5,BH-3,205133.958,549353.124,12.25,0.0,18.5,토사
39-5,BH-3,205133.958,549353.124,12.25,18.5,22.2,풍화암
39-5,BH-3,205133.958,549353.124,12.25,22.2,27.0,리핑암
39-6,NH-1,202072.748,451691.071,0,0.0,1.5,토사
39-6,NH-1,202072.748,451691.071,0,1.5,30.0,발파암
39-6,NH-2,202073.694,451701.454,0,0.0,0.7,토사
39-6,NH-2,202073.694,451701.454,0,0.7,30.0,발파암
39-6,NH-3,202080.328,451703.344,0,0.0,0.8,토사
39-6,NH-3,202080.328,451703.344,0,0.8,30.0,발파암
39-7,BH-1,205176.14,445388.13,18.27,0.0,18.5,토사
39-7,BH-1,205176.14,445388.13,18.27,18.5,25.7,풍화암
39-7,BH-1,205176.14,445388.13,18.27,25.7,30.0,리핑암
39-7,BH-2,205170.547,445404.728,18.35,0.0,18.2,토사
39-7,BH-2,205170.547,445404.728,18.35,18.2,26.0,풍화암
39-7,BH-2,205170.547,445404.728,18.35,26.0,30.0,리핑암
39-8,BH-1,206810.456,554924.848,0,0.0,7.1,토사
39-8,BH-1,206810.456,554924.848,0,7.1,19.5,풍화암
39-8,BH-1,206810.456,554924.848,0,19.5,24.5,리핑암
39-8,BH-2,206801.932,554920.123,0,0.0,9.0,토사
39-8,BH-2,206801.932,554920.123,0,9.0,16.0,풍화암
39-9,NH-1,191839.525,551221.263,0,0.0,2.0,토사
39-9,NH-1,191839.525,551221.263,0,2.0,13.5,풍화암
39-9,NH-1,191839.525,551221.263,0,13.5,30.0,리핑암
39-10,BH-1,202341.387,545262.705,0,0.0,2.8,토사
39-10,BH-1,202341.387,545262.705,0,2.8,15.0,풍화암
39-10,BH-1,202341.387,545262.705,0,15.0,20.0,리핑암
39-10,BH-2,202342.768,545256.675,0,0.0,2.8,토사
39-10,BH-2,202342.768,545256.675,0,2.8,9.0,풍화암
39-11,BH-1,202565.618,446264.825,0,0.0,6.0,토사
39-11,BH-1,202565.618,446264.825,0,6.0,30.0,리핑암
39-12,BH-1,202562.507,557216.561,32.19,0.0,13.0,토사
39-12,BH-1,202562.507,557216.561,32.19,13.0,26.0,풍화암
39-12,BH-1,202562.507,557216.561,32.19,26.0,29.0,리핑암
39-12,BH-2,202519.18,557167.625,33.61,0.0,17.0,토사
39-12,BH-2,202519.18,557167.625,33.61,17.0,30.5,풍화암
39-12,BH-2,202519.18,557167.625,33.61,30.5,33.5,리핑암
39-13,NH-2,200139.998,552766.774,23.51,0.0,1.5,토사
39-13,NH-2,200139.998,552766.774,23.51,1.5,6.0,풍화암
39-13,NH-2,200139.998,552766.774,23.51,6.0,12.5,리핑암
39-13,NH-2,200139.998,552766.774,23.51,12.5,75.0,토사
39-13,NH-3,200165.539,552765.155,22.5,0.0,8.0,토사
39-13,NH-3,200165.539,552765.155,22.5,8.0,13.5,풍화암
39-13,NH-3,200165.539,552765.155,22.5,13.5,25.0,토사
39-13,NH-3,200165.539,552765.155,22.5,25.0,30.0,발파암
39-13,NH-3,200165.539,552765.155,22.5,30.0,61.0,토사
39-13,NH-4,200160.849,552782.818,22.8,0.0,7.5,토사
39-13,NH-4,200160.849,552782.818,22.8,7.5,22.2,풍화암
39-13,NH-4,200160.849,552782.818,22.8,22.2,30.0,발파암
39-13,NH-4,200160.849,552782.818,22.8,30.0,43.0,토사
39-14,BH-3,190697.748,553178.106,11.1,0.0,14.0,토사
39-14,BH-3,190697.748,553178.106,11.1,14.0,18.4,풍화암
39-14,BH-3,190697.748,553178.106,11.1,18.4,23.0,리핑암
39-14,BH-3,190697.748,553178.106,11.1,23.0,25.0,발파암
39-15,BH-1,206830.959,557055.232,17.15,0.0,2.0,리핑암
39-15,BH-1,206830.959,557055.232,17.15,2.0,10.0,풍화암
39-15,BH-1,206830.959,557055.232,17.15,10.0,21.5,리핑암
39-15,BH-1,206830.959,557055.232,17.15,21.5,24.5,발파암
39-15,BH-1,206830.959,557055.232,17.15,24.5,27.5,리핑암
39-15,BH-1,206830.959,557055.232,17.15,27.5,30.0,발파암
39-15,BH-2,206839.743,557022.161,16.85,0.0,2.5,리핑암
39-15,BH-2,206839.743,557022.161,16.85,2.5,7.0,풍화암
39-15,BH-2,206839.743,557022.161,16.85,7.0,14.0,토사
39-15,BH-2,206839.743,557022.161,16.85,14.0,16.0,리핑암
39-15,BH-2,206839.743,557022.161,16.85,16.0,18.5,발파암
39-15,BH-2,206839.743,557022.161,16.85,18.5,24.5,리핑암
39-15,BH-2,206839.743,557022.161,16.85,24.5,30.5,발파암
39-16,BH-1,204650.704,552199.91,0,0.0,0.2,토사
39-16,BH-1,204650.704,552199.91,0,0.2,4.0,풍화암
39-16,BH-1,204650.704,552199.91,0,4.0,10.0,리핑암
39-16,BH-2,204657.348,552183.869,0,0.0,6.0,풍화암
39-17,BH-1,197992.208,542254.443,0,0.0,1.5,토사
39-17,BH-1,197992.208,542254.443,0,1.5,15.2,풍화암
39-17,BH-1,197992.208,542254.443,0,15.2,21.0,리핑암
39-17,BH-1,197992.208,542254.443,0,21.0,30.0,발파암
39-17,BH-2,197983.193,542257.28,0,0.0,1.0,토사
39-17,BH-2,197983.193,542257.28,0,1.0,15.0,풍화암
39-18,BH-1,199906.8,448317.16,73.2,0.0,2.3,토사
39-18,BH-1,199906.8,448317.16,73.2,2.3,6.4,풍화암
39-18,BH-1,199906.8,448317.16,73.2,6.4,30.0,리핑암
39-18,BH-2,199913.438,448293.081,66.1,0.0,1.3,토사
39-18,BH-2,199913.438,448293.081,66.1,1.3,3.3,풍화암
39-18,BH-2,199913.438,448293.081,66.1,3.3,30.0,리핑암
39-18,BH-3,199955.636,448315.743,62.1,0.0,1.3,토사
39-18,BH-3,199955.636,448315.743,62.1,1.3,4.4,풍화암
39-18,BH-3,199955.636,448315.743,62.1,4.4,30.0,리핑암
39-18,BH-4,199889.731,448295.914,73.1,0.0,4.0,토사
39-18,BH-4,199889.731,448295.914,73.1,4.0,7.8,풍화암
39-18,BH-4,199889.731,448295.914,73.1,7.8,30.0,리핑암
39-19,BH-1,191731.582,455818.346,46.36,0.0,7.3,토사
39-19,BH-1,191731.582,455818.346,46.36,7.3,10.0,리핑암
39-19,BH-2,191705.812,455794.725,43.05,0.0,4.8,토사
39-19,BH-2,191705.812,455794.725,43.05,4.8,10.0,리핑암
39-19,BH-3,191717.858,455787.589,43.03,0.0,6.5,토사
39-19,BH-3,191717.858,455787.589,43.03,6.5,15.0,리핑암
39-19,BH-4,191737.273,455777.189,41.52,0.0,6.0,토사
39-19,BH-4,191737.273,455777.189,41.52,6.0,10.0,리핑암
39-19,BH-5,191767.058,455803.043,44.27,0.0,1.5,토사
39-19,BH-5,191767.058,455803.043,44.27,1.5,3.5,풍화암
39-19,BH-5,191767.058,455803.043,44.27,3.5,10.0,리핑암
39-19,BH-6,191762.579,455770.912,35.25,0.0,4.5,토사
39-19,BH-6,191762.579,455770.912,35.25,4.5,7.5,리핑암
39-19,BH-6,191762.579,455770.912,35.25,7.5,15.0,발파암
39-19,BH-7,191760.959,455744.783,32.73,0.0,8.7,토사
39-19,BH-7,191760.959,455744.783,32.73,8.7,10.0,리핑암
39-20,BH-1,193808,544446,24.22,0.0,4.8,토사
39-20,BH-1,193808,544446,24.22,4.8,7.5,풍화암
39-20,BH-1,193808,544446,24.22,7.5,10.5,리핑암
39-20,BH-2,193825,544455,24.58,0.0,4.3,토사
39-20,BH-2,193825,544455,24.58,4.3,9.5,풍화암
39-20,BH-2,193825,544455,24.58,9.5,10.5,리핑암
39-20,BH-2,193825,544455,24.58,10.5,13.0,발파암
40-1,BH-1,193829,544448,24.49,0.0,7.5,토사
40-1,BH-1,193829,544448,24.49,7.5,7.8,풍화암
40-1,BH-1,193829,544448,24.49,7.8,12.0,리핑암
40-1,BH-1,193829,544448,24.49,12.0,13.5,발파암
40-1,BH-2,193835,544452,24.45,0.0,7.5,토사
40-1,BH-2,193835,544452,24.45,7.5,10.5,리핑암
40-2,BH-1,193887.222,544479.614,24.91,0.0,3.5,토사
40-2,BH-1,193887.222,544479.614,24.91,3.5,7.8,풍화암
40-2,BH-1,193887.222,544479.614,24.91,7.8,8.6,리핑암
40-2,BH-1,193887.222,544479.614,24.91,8.6,12.5,발파암
40-2,BH-2,193906.184,544463.54,25.01,0.0,7.5,토사
40-2,BH-2,193906.184,544463.54,25.01,7.5,8.2,풍화암
40-2,BH-2,193906.184,544463.54,25.01,8.2,9.2,리핑암
40-2,BH-2,193906.184,544463.54,25.01,9.2,11.5,발파암
40-3,BH-1,205438.64,543396.4,14.3,0.0,10.3,토사
40-3,BH-1,205438.64,543396.4,14.3,10.3,13.5,풍화암
40-3,BH-1,205438.64,543396.4,14.3,13.5,16.5,리핑암
40-4,BH-1,204185.653,549663.212,0,0.0,25.0,토사
40-4,BH-1,204185.653,549663.212,0,25.0,30.0,리핑암
40-5,NX-1,199801.75,553128,30.3,0.0,2.5,토사
40-5,NX-1,199801.75,553128,30.3,2.5,15.5,풍화암
40-5,NX-2,199752,553132,30.3,0.0,17.0,토사
40-5,NX-2,199752,553132,30.3,17.0,19.5,풍화암
40-5,NX-2,199752,553132,30.3,19.5,24.5,발파암
40-5,NX-3,199774,553093,29.8,0.0,14.0,토사
40-5,NX-3,199774,553093,29.8,14.0,17.5,발파암
40-6,BH-1,203763,444692,37.3,0.0,3.5,토사
40-6,BH-1,203763,444692,37.3,3.5,13.0,풍화암
40-6,BH-1,203763,444692,37.3,13.0,30.0,리핑암
40-6,BH-2,203773,444695,37,0.0,9.0,토사
40-6,BH-2,203773,444695,37,9.0,10.6,풍화암
40-6,BH-2,203773,444695,37,10.6,15.0,리핑암
40-7,NH-1,209252.23,555701.37,30.4,0.0,4.3,토사
40-7,NH-1,209252.23,555701.37,30.4,4.3,22.0,풍화암
